TIME (s),East Distance (m),Distance Above Sea Level (m),North Distance (m),Velocity East (m/s),Velocity Up (m/s),Velocity North (m/s),Spin Rate (rpm),Air Density (kg/m^3),Air Temperature (K)
0.517000,0.000000,4.606345,328.764333,0.000000,4.738262,507.207639,261234.126349,1.221251,288.120059
0.518000,0.000000,4.611078,329.271379,0.000000,4.724854,506.821799,261220.880258,1.221251,288.120028
0.519000,0.000000,4.615797,329.778041,0.000000,4.711458,506.436501,261207.644914,1.221251,288.119997
0.520000,0.000000,4.620503,330.284317,0.000000,4.698074,506.051743,261194.420301,1.221252,288.119967
0.521000,0.000000,4.625195,330.790208,0.000000,4.684704,505.667524,261181.206404,1.221252,288.119936
0.522000,0.000000,4.629874,331.295716,0.000000,4.671345,505.283844,261168.003208,1.221252,288.119906
0.523000,0.000000,4.634540,331.800840,0.000000,4.657999,504.900701,261154.810695,1.221252,288.119875
0.524000,0.000000,4.639193,332.305581,0.000000,4.644665,504.518094,261141.628852,1.221252,288.119845
0.525000,0.000000,4.643832,332.809940,0.000000,4.631344,504.136022,261128.457662,1.221252,288.119815
0.526000,0.000000,4.648458,333.313917,0.000000,4.618035,503.754485,261115.297110,1.221253,288.119785
0.527000,0.000000,4.653070,333.817513,0.000000,4.604738,503.373480,261102.147180,1.221253,288.119755
0.528000,0.000000,4.657669,334.320728,0.000000,4.591454,502.993008,261089.007857,1.221253,288.119725
0.529000,0.000000,4.662255,334.823563,0.000000,4.578182,502.613066,261075.879125,1.221253,288.119695
0.530000,0.000000,4.666828,335.326018,0.000000,4.564922,502.233654,261062.760970,1.221253,288.119666
0.531000,0.000000,4.671387,335.828093,0.000000,4.551674,501.854772,261049.653375,1.221253,288.119636
0.532000,0.000000,4.675933,336.329790,0.000000,4.538439,501.476417,261036.556326,1.221253,288.119606
0.533000,0.000000,4.680466,336.831109,0.000000,4.525216,501.098589,261023.469807,1.221254,288.119577
0.534000,0.000000,4.684986,337.332051,0.000000,4.512004,500.721286,261010.393803,1.221254,288.119548
0.535000,0.000000,4.689493,337.832615,0.000000,4.498805,500.344509,260997.328298,1.221254,288.119518
0.536000,0.000000,4.693986,338.332803,0.000000,4.485618,499.968255,260984.273278,1.221254,288.119489
0.537000,0.000000,4.698466,338.832614,0.000000,4.472443,499.592524,260971.228727,1.221254,288.119460
0.538000,0.000000,4.702933,339.332051,0.000000,4.459281,499.217314,260958.194630,1.221254,288.119431
0.539000,0.000000,4.707387,339.831112,0.000000,4.446130,498.842626,260945.170972,1.221255,288.119402
0.540000,0.000000,4.711827,340.329798,0.000000,4.432991,498.468456,260932.157738,1.221255,288.119373
0.541000,0.000000,4.716255,340.828111,0.000000,4.419864,498.094806,260919.154913,1.221255,288.119344
0.542000,0.000000,4.720669,341.326051,0.000000,4.406749,497.721673,260906.162481,1.221255,288.119316
0.543000,0.000000,4.725071,341.823617,0.000000,4.393646,497.349057,260893.180429,1.221255,288.119287
0.544000,0.000000,4.729459,342.320811,0.000000,4.380555,496.976956,260880.208740,1.221255,288.119259
0.545000,0.000000,4.733834,342.817633,0.000000,4.367476,496.605370,260867.247401,1.221255,288.119230
0.546000,0.000000,4.738196,343.314084,0.000000,4.354408,496.234297,260854.296395,1.221256,288.119202
0.547000,0.000000,4.742545,343.810164,0.000000,4.341353,495.863737,260841.355709,1.221256,288.119173
0.548000,0.000000,4.746881,344.305873,0.000000,4.328309,495.493689,260828.425327,1.221256,288.119145
0.549000,0.000000,4.751204,344.801213,0.000000,4.315277,495.124151,260815.505234,1.221256,288.119117
0.550000,0.000000,4.755514,345.296183,0.000000,4.302257,494.755123,260802.595417,1.221256,288.119089
0.551000,0.000000,4.759810,345.790785,0.000000,4.289248,494.386603,260789.695859,1.221256,288.119061
0.552000,0.000000,4.764094,346.285018,0.000000,4.276251,494.018592,260776.806547,1.221256,288.119033
0.553000,0.000000,4.768365,346.778883,0.000000,4.263266,493.651086,260763.927465,1.221257,288.119006
0.554000,0.000000,4.772623,347.272382,0.000000,4.250293,493.284087,260751.058599,1.221257,288.118978
0.555000,0.000000,4.776868,347.765513,0.000000,4.237331,492.917600,260738.199934,1.221257,288.118950
0.556000,0.000000,4.781100,348.258278,0.000000,4.224381,492.551635,260725.351456,1.221257,288.118923
0.557000,0.000000,4.785319,348.750677,0.000000,4.211443,492.186192,260712.513149,1.221257,288.118895
0.558000,0.000000,4.789525,349.242711,0.000000,4.198516,491.821270,260699.684999,1.221257,288.118868
0.559000,0.000000,4.793718,349.734381,0.000000,4.185602,491.456867,260686.866989,1.221257,288.118841
0.560000,0.000000,4.797898,350.225686,0.000000,4.172699,491.092983,260674.059106,1.221258,288.118814
0.561000,0.000000,4.802066,350.716628,0.000000,4.159807,490.729616,260661.261334,1.221258,288.118787
0.562000,0.000000,4.806220,351.207206,0.000000,4.146927,490.366765,260648.473658,1.221258,288.118760
0.563000,0.000000,4.810362,351.697422,0.000000,4.134059,490.004430,260635.696064,1.221258,288.118733
0.564000,0.000000,4.814490,352.187275,0.000000,4.121203,489.642609,260622.928536,1.221258,288.118706
0.565000,0.000000,4.818606,352.676767,0.000000,4.108358,489.281300,260610.171061,1.221258,288.118679
0.566000,0.000000,4.822709,353.165898,0.000000,4.095524,488.920504,260597.423622,1.221258,288.118652
0.567000,0.000000,4.826799,353.654669,0.000000,4.082702,488.560219,260584.686206,1.221259,288.118626
0.568000,0.000000,4.830877,354.143079,0.000000,4.069892,488.200444,260571.958797,1.221259,288.118599
0.569000,0.000000,4.834941,354.631130,0.000000,4.057093,487.841177,260559.241382,1.221259,288.118573
0.570000,0.000000,4.838993,355.118821,0.000000,4.044305,487.482419,260546.533944,1.221259,288.118547
0.571000,0.000000,4.843032,355.606155,0.000000,4.031529,487.124167,260533.836470,1.221259,288.118520
0.572000,0.000000,4.847058,356.093130,0.000000,4.018764,486.766421,260521.148946,1.221259,288.118494
0.573000,0.000000,4.851072,356.579747,0.000000,4.006011,486.409180,260508.471355,1.221259,288.118468
0.574000,0.000000,4.855072,357.066008,0.000000,3.993269,486.052442,260495.803685,1.221259,288.118442
0.575000,0.000000,4.859060,357.551912,0.000000,3.980538,485.696207,260483.145920,1.221260,288.118416
0.576000,0.000000,4.863036,358.037460,0.000000,3.967818,485.340474,260470.498046,1.221260,288.118390
0.577000,0.000000,4.866998,358.522652,0.000000,3.955110,484.985241,260457.860048,1.221260,288.118365
0.578000,0.000000,4.870948,359.007490,0.000000,3.942413,484.630508,260445.231913,1.221260,288.118339
0.579000,0.000000,4.874885,359.491972,0.000000,3.929728,484.276273,260432.613625,1.221260,288.118313
0.580000,0.000000,4.878809,359.976101,0.000000,3.917053,483.922535,260420.005171,1.221260,288.118288
0.581000,0.000000,4.882721,360.459877,0.000000,3.904390,483.569295,260407.406536,1.221260,288.118262
0.582000,0.000000,4.886620,360.943299,0.000000,3.891738,483.216549,260394.817705,1.221261,288.118237
0.583000,0.000000,4.890507,361.426369,0.000000,3.879097,482.864298,260382.238665,1.221261,288.118212
0.584000,0.000000,4.894381,361.909086,0.000000,3.866467,482.512541,260369.669402,1.221261,288.118187
0.585000,0.000000,4.898242,362.391453,0.000000,3.853848,482.161276,260357.109900,1.221261,288.118161
0.586000,0.000000,4.902090,362.873468,0.000000,3.841240,481.810502,260344.560147,1.221261,288.118136
0.587000,0.000000,4.905926,363.355132,0.000000,3.828644,481.460219,260332.020127,1.221261,288.118111
0.588000,0.000000,4.909750,363.836447,0.000000,3.816058,481.110426,260319.489826,1.221261,288.118087
0.589000,0.000000,4.913561,364.317411,0.000000,3.803484,480.761120,260306.969232,1.221261,288.118062
0.590000,0.000000,4.917359,364.798027,0.000000,3.790920,480.412303,260294.458328,1.221262,288.118037
0.591000,0.000000,4.921145,365.278294,0.000000,3.778367,480.063971,260281.957103,1.221262,288.118013
0.592000,0.000000,4.924918,365.758213,0.000000,3.765825,479.716125,260269.465540,1.221262,288.117988
0.593000,0.000000,4.928678,366.237785,0.000000,3.753295,479.368764,260256.983628,1.221262,288.117964
0.594000,0.000000,4.932426,366.717009,0.000000,3.740775,479.021886,260244.511351,1.221262,288.117939
0.595000,0.000000,4.936162,367.195886,0.000000,3.728265,478.675491,260232.048695,1.221262,288.117915
0.596000,0.000000,4.939885,367.674418,0.000000,3.715767,478.329577,260219.595648,1.221262,288.117891
0.597000,0.000000,4.943596,368.152603,0.000000,3.703280,477.984143,260207.152194,1.221262,288.117867
0.598000,0.000000,4.947294,368.630444,0.000000,3.690803,477.639190,260194.718321,1.221263,288.117843
0.599000,0.000000,4.950979,369.107939,0.000000,3.678337,477.294715,260182.294013,1.221263,288.117819
0.600000,0.000000,4.954652,369.585091,0.000000,3.665882,476.950717,260169.879259,1.221263,288.117795
0.601000,0.000000,4.958313,370.061898,0.000000,3.653438,476.607197,260157.474043,1.221263,288.117771
0.602000,0.000000,4.961961,370.538363,0.000000,3.641004,476.264152,260145.078353,1.221263,288.117747
0.603000,0.000000,4.965597,371.014484,0.000000,3.628581,475.921591,260132.692174,1.221263,288.117724
0.604000,0.000000,4.969221,371.490263,0.000000,3.616169,475.579528,260120.315492,1.221263,288.117700
0.605000,0.000000,4.972832,371.965700,0.000000,3.603768,475.237960,260107.948293,1.221263,288.117677
0.606000,0.000000,4.976430,372.440796,0.000000,3.591377,474.896886,260095.590563,1.221264,288.117653
0.607000,0.000000,4.980016,372.915551,0.000000,3.578998,474.556306,260083.242288,1.221264,288.117630
0.608000,0.000000,4.983590,373.389966,0.000000,3.566629,474.216218,260070.903454,1.221264,288.117607
0.609000,0.000000,4.987152,373.864040,0.000000,3.554270,473.876621,260058.574046,1.221264,288.117584
0.610000,0.000000,4.990701,374.337776,0.000000,3.541923,473.537515,260046.254051,1.221264,288.117560
0.611000,0.000000,4.994238,374.811172,0.000000,3.529586,473.198897,260033.943454,1.221264,288.117537
0.612000,0.000000,4.997762,375.284230,0.000000,3.517260,472.860768,260021.642242,1.221264,288.117515
0.613000,0.000000,5.001274,375.756950,0.000000,3.504944,472.523126,260009.350400,1.221264,288.117492
0.614000,0.000000,5.004774,376.229333,0.000000,3.492639,472.185969,259997.067915,1.221264,288.117469
0.615000,0.000000,5.008262,376.701378,0.000000,3.480345,471.849298,259984.794772,1.221265,288.117446
0.616000,0.000000,5.011737,377.173088,0.000000,3.468061,471.513110,259972.530959,1.221265,288.117424
0.617000,0.000000,5.015200,377.644461,0.000000,3.455788,471.177405,259960.276460,1.221265,288.117401
0.618000,0.000000,5.018650,378.115498,0.000000,3.443525,470.842182,259948.031263,1.221265,288.117379
0.619000,0.000000,5.022089,378.586201,0.000000,3.431273,470.507439,259935.795353,1.221265,288.117356
0.620000,0.000000,5.025515,379.056569,0.000000,3.419031,470.173176,259923.568716,1.221265,288.117334
0.621000,0.000000,5.028929,379.526603,0.000000,3.406800,469.839392,259911.351340,1.221265,288.117312
0.622000,0.000000,5.032331,379.996304,0.000000,3.394579,469.506085,259899.143210,1.221265,288.117290
0.623000,0.000000,5.035720,380.465671,0.000000,3.382369,469.173255,259886.944312,1.221266,288.117268
0.624000,0.000000,5.039097,380.934706,0.000000,3.370168,468.840900,259874.754634,1.221266,288.117246
0.625000,0.000000,5.042463,381.403409,0.000000,3.357979,468.509020,259862.574161,1.221266,288.117224
0.626000,0.000000,5.045815,381.871779,0.000000,3.345799,468.177613,259850.402879,1.221266,288.117202
0.627000,0.000000,5.049156,382.339819,0.000000,3.333630,467.846679,259838.240776,1.221266,288.117180
0.628000,0.000000,5.052485,382.807528,0.000000,3.321471,467.516216,259826.087838,1.221266,288.117159
0.629000,0.000000,5.055801,383.274907,0.000000,3.309323,467.186224,259813.944051,1.221266,288.117137
0.630000,0.000000,5.059105,383.741956,0.000000,3.297184,466.856701,259801.809402,1.221266,288.117116
0.631000,0.000000,5.062398,384.208675,0.000000,3.285056,466.527646,259789.683877,1.221266,288.117094
0.632000,0.000000,5.065678,384.675066,0.000000,3.272939,466.199059,259777.567463,1.221267,288.117073
0.633000,0.000000,5.068945,385.141128,0.000000,3.260831,465.870938,259765.460147,1.221267,288.117052
0.634000,0.000000,5.072201,385.606863,0.000000,3.248733,465.543283,259753.361915,1.221267,288.117031
0.635000,0.000000,5.075445,386.072270,0.000000,3.236646,465.216092,259741.272755,1.221267,288.117010
0.636000,0.000000,5.078677,386.537350,0.000000,3.224569,464.889365,259729.192652,1.221267,288.116989
0.637000,0.000000,5.081896,387.002103,0.000000,3.212501,464.563099,259717.121593,1.221267,288.116968
0.638000,0.000000,5.085104,387.466530,0.000000,3.200444,464.237296,259705.059566,1.221267,288.116947
0.639000,0.000000,5.088299,387.930632,0.000000,3.188397,463.911953,259693.006557,1.221267,288.116926
0.640000,0.000000,5.091482,388.394409,0.000000,3.176360,463.587069,259680.962554,1.221267,288.116905
0.641000,0.000000,5.094654,388.857860,0.000000,3.164333,463.262644,259668.927541,1.221267,288.116885
0.642000,0.000000,5.097813,389.320988,0.000000,3.152316,462.938676,259656.901508,1.221268,288.116864
0.643000,0.000000,5.100960,389.783792,0.000000,3.140309,462.615165,259644.884440,1.221268,288.116844
0.644000,0.000000,5.104096,390.246272,0.000000,3.128312,462.292110,259632.876325,1.221268,288.116823
0.645000,0.000000,5.107219,390.708430,0.000000,3.116325,461.969509,259620.877150,1.221268,288.116803
0.646000,0.000000,5.110330,391.170265,0.000000,3.104348,461.647362,259608.886901,1.221268,288.116783
0.647000,0.000000,5.113430,391.631779,0.000000,3.092380,461.325667,259596.905566,1.221268,288.116763
0.648000,0.000000,5.116517,392.092970,0.000000,3.080423,461.004425,259584.933131,1.221268,288.116743
0.649000,0.000000,5.119592,392.553841,0.000000,3.068475,460.683633,259572.969585,1.221268,288.116723
0.650000,0.000000,5.122656,393.014391,0.000000,3.056537,460.363290,259561.014913,1.221268,288.116703
0.651000,0.000000,5.125708,393.474621,0.000000,3.044609,460.043397,259549.069103,1.221269,288.116683
0.652000,0.000000,5.128747,393.934532,0.000000,3.032691,459.723952,259537.132143,1.221269,288.116663
0.653000,0.000000,5.131775,394.394123,0.000000,3.020782,459.404953,259525.204019,1.221269,288.116643
0.654000,0.000000,5.134791,394.853395,0.000000,3.008884,459.086402,259513.284719,1.221269,288.116624
0.655000,0.000000,5.137795,395.312349,0.000000,2.996995,458.768320,259501.374230,1.221269,288.116604
0.656000,0.000000,5.140787,395.770985,0.000000,2.985116,458.450706,259489.472538,1.221269,288.116585
0.657000,0.000000,5.143767,396.229303,0.000000,2.973246,458.133561,259477.579630,1.221269,288.116566
0.658000,0.000000,5.146735,396.687305,0.000000,2.961387,457.816882,259465.695493,1.221269,288.116546
0.659000,0.000000,5.149692,397.144990,0.000000,2.949537,457.500670,259453.820113,1.221269,288.116527
0.660000,0.000000,5.152636,397.602359,0.000000,2.937698,457.184923,259441.953478,1.221269,288.116508
0.661000,0.000000,5.155569,398.059412,0.000000,2.925868,456.869639,259430.095573,1.221270,288.116489
0.662000,0.000000,5.158490,398.516151,0.000000,2.914047,456.554818,259418.246387,1.221270,288.116470
0.663000,0.000000,5.161399,398.972575,0.000000,2.902237,456.240459,259406.405905,1.221270,288.116451
0.664000,0.000000,5.164296,399.428684,0.000000,2.890436,455.926561,259394.574115,1.221270,288.116432
0.665000,0.000000,5.167182,399.884480,0.000000,2.878644,455.613122,259382.751003,1.221270,288.116413
0.666000,0.000000,5.170056,400.339963,0.000000,2.866863,455.300142,259370.936557,1.221270,288.116395
0.667000,0.000000,5.172918,400.795133,0.000000,2.855091,454.987619,259359.130763,1.221270,288.116376
0.668000,0.000000,5.175768,401.249990,0.000000,2.843328,454.675553,259347.333609,1.221270,288.116358
0.669000,0.000000,5.178606,401.704536,0.000000,2.831575,454.363942,259335.545081,1.221270,288.116339
0.670000,0.000000,5.181433,402.158770,0.000000,2.819832,454.052786,259323.765166,1.221270,288.116321
0.671000,0.000000,5.184248,402.612694,0.000000,2.808098,453.742083,259311.993853,1.221270,288.116302
0.672000,0.000000,5.187051,403.066307,0.000000,2.796374,453.431833,259300.231127,1.221271,288.116284
0.673000,0.000000,5.189843,403.519609,0.000000,2.784659,453.122034,259288.476976,1.221271,288.116266
0.674000,0.000000,5.192622,403.972602,0.000000,2.772954,452.812685,259276.731387,1.221271,288.116248
0.675000,0.000000,5.195390,404.425286,0.000000,2.761258,452.503785,259264.994347,1.221271,288.116230
0.676000,0.000000,5.198147,404.877662,0.000000,2.749572,452.195334,259253.265844,1.221271,288.116212
0.677000,0.000000,5.200892,405.329729,0.000000,2.737895,451.887330,259241.545865,1.221271,288.116194
0.678000,0.000000,5.203625,405.781488,0.000000,2.726227,451.579773,259229.834396,1.221271,288.116176
0.679000,0.000000,5.206346,406.232940,0.000000,2.714569,451.272660,259218.131427,1.221271,288.116159
0.680000,0.000000,5.209056,406.684084,0.000000,2.702920,450.965992,259206.436943,1.221271,288.116141
0.681000,0.000000,5.211754,407.134923,0.000000,2.691280,450.659768,259194.750932,1.221271,288.116124
0.682000,0.000000,5.214440,407.585455,0.000000,2.679650,450.353985,259183.073382,1.221271,288.116106
0.683000,0.000000,5.217115,408.035682,0.000000,2.668029,450.048644,259171.404280,1.221272,288.116089
0.684000,0.000000,5.219778,408.485603,0.000000,2.656417,449.743743,259159.743614,1.221272,288.116071
0.685000,0.000000,5.222430,408.935220,0.000000,2.644814,449.439282,259148.091370,1.221272,288.116054
0.686000,0.000000,5.225070,409.384533,0.000000,2.633221,449.135258,259136.447537,1.221272,288.116037
0.687000,0.000000,5.227698,409.833542,0.000000,2.621637,448.831672,259124.812103,1.221272,288.116020
0.688000,0.000000,5.230315,410.282247,0.000000,2.610062,448.528523,259113.185054,1.221272,288.116003
0.689000,0.000000,5.232920,410.730649,0.000000,2.598496,448.225809,259101.566378,1.221272,288.115986
0.690000,0.000000,5.235514,411.178749,0.000000,2.586940,447.923529,259089.956063,1.221272,288.115969
0.691000,0.000000,5.238096,411.626547,0.000000,2.575392,447.621683,259078.354097,1.221272,288.115952
0.692000,0.000000,5.240667,412.074043,0.000000,2.563854,447.320269,259066.760468,1.221272,288.115936
0.693000,0.000000,5.243226,412.521238,0.000000,2.552324,447.019287,259055.175162,1.221272,288.115919
0.694000,0.000000,5.245773,412.968132,0.000000,2.540804,446.718735,259043.598168,1.221273,288.115902
0.695000,0.000000,5.248309,413.414726,0.000000,2.529293,446.418613,259032.029474,1.221273,288.115886
0.696000,0.000000,5.250834,413.861019,0.000000,2.517790,446.118920,259020.469067,1.221273,288.115870
0.697000,0.000000,5.253347,414.307013,0.000000,2.506297,445.819654,259008.916936,1.221273,288.115853
0.698000,0.000000,5.255848,414.752709,0.000000,2.494813,445.520815,258997.373067,1.221273,288.115837
0.699000,0.000000,5.258338,415.198105,0.000000,2.483338,445.222402,258985.837450,1.221273,288.115821
0.700000,0.000000,5.260817,415.643203,0.000000,2.471871,444.924414,258974.310071,1.221273,288.115805
0.701000,0.000000,5.263284,416.088004,0.000000,2.460414,444.626850,258962.790920,1.221273,288.115789
0.702000,0.000000,5.265739,416.532507,0.000000,2.448965,444.329708,258951.279983,1.221273,288.115773
0.703000,0.000000,5.268184,416.976713,0.000000,2.437526,444.032989,258939.777249,1.221273,288.115757
0.704000,0.000000,5.270616,417.420622,0.000000,2.426095,443.736691,258928.282706,1.221273,288.115741
0.705000,0.000000,5.273038,417.864236,0.000000,2.414673,443.440813,258916.796342,1.221273,288.115725
0.706000,0.000000,5.275448,418.307553,0.000000,2.403260,443.145355,258905.318145,1.221274,288.115710
0.707000,0.000000,5.277846,418.750576,0.000000,2.391855,442.850314,258893.848103,1.221274,288.115694
0.708000,0.000000,5.280233,419.193303,0.000000,2.380460,442.555692,258882.386205,1.221274,288.115678
0.709000,0.000000,5.282609,419.635736,0.000000,2.369073,442.261485,258870.932437,1.221274,288.115663
0.710000,0.000000,5.284973,420.077875,0.000000,2.357695,441.967707,258859.486790,1.221274,288.115648
0.711000,0.000000,5.287326,420.519721,0.000000,2.346326,441.674373,258848.049249,1.221274,288.115632
0.712000,0.000000,5.289668,420.961273,0.000000,2.334966,441.381482,258836.619803,1.221274,288.115617
0.713000,0.000000,5.291998,421.402533,0.000000,2.323614,441.089034,258825.198439,1.221274,288.115602
0.714000,0.000000,5.294317,421.843500,0.000000,2.312272,440.797027,258813.785145,1.221274,288.115587
0.715000,0.000000,5.296625,422.284176,0.000000,2.300938,440.505461,258802.379908,1.221274,288.115572
0.716000,0.000000,5.298921,422.724560,0.000000,2.289613,440.214334,258790.982716,1.221274,288.115557
0.717000,0.000000,5.301206,423.164653,0.000000,2.278297,439.923645,258779.593557,1.221274,288.115542
0.718000,0.000000,5.303479,423.604456,0.000000,2.266989,439.633393,258768.212417,1.221274,288.115527
0.719000,0.000000,5.305742,424.043968,0.000000,2.255691,439.343578,258756.839285,1.221275,288.115513
0.720000,0.000000,5.307993,424.483191,0.000000,2.244401,439.054197,258745.474149,1.221275,288.115498
0.721000,0.000000,5.310232,424.922125,0.000000,2.233119,438.765251,258734.116996,1.221275,288.115483
0.722000,0.000000,5.312461,425.360770,0.000000,2.221846,438.476737,258722.767814,1.221275,288.115469
0.723000,0.000000,5.314678,425.799127,0.000000,2.210582,438.188656,258711.426591,1.221275,288.115455
0.724000,0.000000,5.316884,426.237195,0.000000,2.199327,437.901005,258700.093314,1.221275,288.115440
0.725000,0.000000,5.319078,426.674977,0.000000,2.188080,437.613785,258688.767972,1.221275,288.115426
0.726000,0.000000,5.321262,427.112471,0.000000,2.176842,437.326993,258677.450552,1.221275,288.115412
0.727000,0.000000,5.323434,427.549679,0.000000,2.165612,437.040629,258666.141042,1.221275,288.115398
0.728000,0.000000,5.325595,427.986600,0.000000,2.154391,436.754691,258654.839431,1.221275,288.115384
0.729000,0.000000,5.327745,428.423236,0.000000,2.143178,436.469180,258643.545705,1.221275,288.115370
0.730000,0.000000,5.329883,428.859586,0.000000,2.131974,436.184093,258632.259854,1.221275,288.115356
0.731000,0.000000,5.332010,429.295652,0.000000,2.120778,435.899430,258620.981865,1.221275,288.115342
0.732000,0.000000,5.334126,429.731433,0.000000,2.109591,435.615190,258609.711727,1.221275,288.115328
0.733000,0.000000,5.336231,430.166930,0.000000,2.098412,435.331372,258598.449426,1.221276,288.115314
0.734000,0.000000,5.338325,430.602143,0.000000,2.087242,435.047974,258587.194953,1.221276,288.115301
0.735000,0.000000,5.340408,431.037073,0.000000,2.076080,434.764996,258575.948293,1.221276,288.115287
0.736000,0.000000,5.342479,431.471720,0.000000,2.064926,434.482437,258564.709437,1.221276,288.115274
0.737000,0.000000,5.344539,431.906085,0.000000,2.053781,434.200296,258553.478372,1.221276,288.115260
0.738000,0.000000,5.346589,432.340168,0.000000,2.042644,433.918571,258542.255085,1.221276,288.115247
0.739000,0.000000,5.348627,432.773969,0.000000,2.031515,433.637262,258531.039567,1.221276,288.115234
0.740000,0.000000,5.350654,433.207489,0.000000,2.020395,433.356368,258519.831804,1.221276,288.115221
0.741000,0.000000,5.352669,433.640729,0.000000,2.009283,433.075888,258508.631785,1.221276,288.115208
0.742000,0.000000,5.354674,434.073688,0.000000,1.998179,432.795821,258497.439499,1.221276,288.115195
0.743000,0.000000,5.356667,434.506367,0.000000,1.987084,432.516166,258486.254933,1.221276,288.115182
0.744000,0.000000,5.358650,434.938767,0.000000,1.975997,432.236921,258475.078077,1.221276,288.115169
0.745000,0.000000,5.360621,435.370888,0.000000,1.964918,431.958087,258463.908918,1.221276,288.115156
0.746000,0.000000,5.362582,435.802730,0.000000,1.953847,431.679662,258452.747445,1.221276,288.115143
0.747000,0.000000,5.364531,436.234294,0.000000,1.942784,431.401644,258441.593647,1.221276,288.115131
0.748000,0.000000,5.366469,436.665580,0.000000,1.931729,431.124034,258430.447512,1.221277,288.115118
0.749000,0.000000,5.368396,437.096588,0.000000,1.920683,430.846830,258419.309028,1.221277,288.115105
0.750000,0.000000,5.370312,437.527320,0.000000,1.909645,430.570031,258408.178185,1.221277,288.115093
0.751000,0.000000,5.372217,437.957775,0.000000,1.898614,430.293636,258397.054970,1.221277,288.115081
0.752000,0.000000,5.374111,438.387953,0.000000,1.887592,430.017645,258385.939372,1.221277,288.115068
0.753000,0.000000,5.375994,438.817856,0.000000,1.876578,429.742056,258374.831381,1.221277,288.115056
0.754000,0.000000,5.377866,439.247483,0.000000,1.865572,429.466868,258363.730984,1.221277,288.115044
0.755000,0.000000,5.379727,439.676836,0.000000,1.854574,429.192081,258352.638171,1.221277,288.115032
0.756000,0.000000,5.381577,440.105913,0.000000,1.843584,428.917694,258341.552930,1.221277,288.115020
0.757000,0.000000,5.383416,440.534717,0.000000,1.832602,428.643705,258330.475249,1.221277,288.115008
0.758000,0.000000,5.385244,440.963247,0.000000,1.821628,428.370114,258319.405118,1.221277,288.114996
0.759000,0.000000,5.387061,441.391503,0.000000,1.810662,428.096919,258308.342526,1.221277,288.114984
0.760000,0.000000,5.388867,441.819486,0.000000,1.799703,427.824121,258297.287461,1.221277,288.114972
0.761000,0.000000,5.390663,442.247197,0.000000,1.788753,427.551717,258286.239911,1.221277,288.114961
0.762000,0.000000,5.392447,442.674635,0.000000,1.777811,427.279708,258275.199867,1.221277,288.114949
0.763000,0.000000,5.394220,443.101802,0.000000,1.766876,427.008091,258264.167317,1.221277,288.114938
0.764000,0.000000,5.395982,443.528697,0.000000,1.755950,426.736867,258253.142249,1.221278,288.114926
0.765000,0.000000,5.397734,443.955321,0.000000,1.745031,426.466034,258242.124653,1.221278,288.114915
0.766000,0.000000,5.399474,444.381674,0.000000,1.734120,426.195592,258231.114518,1.221278,288.114903
0.767000,0.000000,5.401204,444.807757,0.000000,1.723216,425.925539,258220.111833,1.221278,288.114892
0.768000,0.000000,5.402923,445.233570,0.000000,1.712321,425.655874,258209.116586,1.221278,288.114881
0.769000,0.000000,5.404630,445.659114,0.000000,1.701433,425.386598,258198.128767,1.221278,288.114870
0.770000,0.000000,5.406327,446.084388,0.000000,1.690553,425.117708,258187.148365,1.221278,288.114859
0.771000,0.000000,5.408013,446.509394,0.000000,1.679681,424.849236,258176.175369,1.221278,288.114848
0.772000,0.000000,5.409688,446.934132,0.000000,1.668817,424.581184,258165.209767,1.221278,288.114837
0.773000,0.000000,5.411353,447.358601,0.000000,1.657961,424.313550,258154.251547,1.221278,288.114826
0.774000,0.000000,5.413006,447.782804,0.000000,1.647112,424.046335,258143.300697,1.221278,288.114815
0.775000,0.000000,5.414649,448.206739,0.000000,1.636272,423.779537,258132.357207,1.221278,288.114805
0.776000,0.000000,5.416280,448.630407,0.000000,1.625439,423.513154,258121.421063,1.221278,288.114794
0.777000,0.000000,5.417901,449.053810,0.000000,1.614613,423.247186,258110.492255,1.221278,288.114784
0.778000,0.000000,5.419512,449.476946,0.000000,1.603796,422.981631,258099.570771,1.221278,288.114773
0.779000,0.000000,5.421111,449.899817,0.000000,1.592986,422.716489,258088.656600,1.221278,288.114763
0.780000,0.000000,5.422699,450.322423,0.000000,1.582184,422.451759,258077.749729,1.221278,288.114752
0.781000,0.000000,5.424277,450.744765,0.000000,1.571390,422.187439,258066.850147,1.221278,288.114742
0.782000,0.000000,5.425844,451.166842,0.000000,1.560603,421.923528,258055.957844,1.221279,288.114732
0.783000,0.000000,5.427400,451.588656,0.000000,1.549824,421.660026,258045.072807,1.221279,288.114722
0.784000,0.000000,5.428945,452.010207,0.000000,1.539052,421.396931,258034.195025,1.221279,288.114712
0.785000,0.000000,5.430480,452.431494,0.000000,1.528289,421.134243,258023.324487,1.221279,288.114702
0.786000,0.000000,5.432004,452.852519,0.000000,1.517532,420.871960,258012.461181,1.221279,288.114692
0.787000,0.000000,5.433517,453.273282,0.000000,1.506784,420.610081,258001.605096,1.221279,288.114682
0.788000,0.000000,5.435019,453.693783,0.000000,1.496042,420.348605,257990.756220,1.221279,288.114672
