TIME (s),East Distance (m),Distance Above Sea Level (m),North Distance (m),Velocity East (m/s),Velocity Up (m/s),Velocity North (m/s),Spin Rate (rpm),Air Density (kg/m^3),Air Temperature (K)
1.077000,0.000000,5.444911,565.743525,0.000000,-1.355157,359.795866,255116.096026,1.221279,288.114608
1.078000,0.000000,5.443552,566.103253,0.000000,-1.364350,359.633495,255106.918852,1.221279,288.114617
1.079000,0.000000,5.442184,566.462819,0.000000,-1.373541,359.471411,255097.746147,1.221279,288.114626
1.080000,0.000000,5.440806,566.822223,0.000000,-1.382728,359.309614,255088.577903,1.221279,288.114635
1.081000,0.000000,5.439420,567.181466,0.000000,-1.391911,359.148101,255079.414111,1.221279,288.114644
1.082000,0.000000,5.438024,567.540546,0.000000,-1.401091,358.986873,255070.254764,1.221279,288.114653
1.083000,0.000000,5.436619,567.899466,0.000000,-1.410269,358.825929,255061.099854,1.221279,288.114662
1.084000,0.000000,5.435205,568.258225,0.000000,-1.419442,358.665268,255051.949374,1.221279,288.114671
1.085000,0.000000,5.433782,568.616824,0.000000,-1.428613,358.504889,255042.803316,1.221279,288.114680
1.086000,0.000000,5.432349,568.975262,0.000000,-1.437780,358.344792,255033.661672,1.221279,288.114690
1.087000,0.000000,5.430908,569.333540,0.000000,-1.446944,358.184974,255024.524434,1.221279,288.114699
1.088000,0.000000,5.429457,569.691659,0.000000,-1.456105,358.025437,255015.391596,1.221279,288.114709
1.089000,0.000000,5.427997,570.049618,0.000000,-1.465262,357.866179,255006.263149,1.221279,288.114718
1.090000,0.000000,5.426528,570.407418,0.000000,-1.474416,357.707198,254997.139086,1.221279,288.114728
1.091000,0.000000,5.425050,570.765059,0.000000,-1.483567,357.548495,254988.019399,1.221279,288.114737
1.092000,0.000000,5.423562,571.122541,0.000000,-1.492715,357.390069,254978.904082,1.221278,288.114747
1.093000,0.000000,5.422066,571.479865,0.000000,-1.501860,357.231918,254969.793125,1.221278,288.114757
1.094000,0.000000,5.420560,571.837031,0.000000,-1.511001,357.074049,254960.686522,1.221278,288.114766
1.095000,0.000000,5.419045,572.194040,0.000000,-1.520140,356.916476,254951.584266,1.221278,288.114776
1.096000,0.000000,5.417521,572.550891,0.000000,-1.529275,356.759198,254942.486347,1.221278,288.114786
1.097000,0.000000,5.415988,572.907584,0.000000,-1.538407,356.602214,254933.392759,1.221278,288.114796
1.098000,0.000000,5.414446,573.264121,0.000000,-1.547537,356.445524,254924.303492,1.221278,288.114806
1.099000,0.000000,5.412895,573.620502,0.000000,-1.556663,356.289127,254915.218540,1.221278,288.114816
1.100000,0.000000,5.411334,573.976726,0.000000,-1.565786,356.133022,254906.137894,1.221278,288.114826
1.101000,0.000000,5.409765,574.332794,0.000000,-1.574906,355.977207,254897.061546,1.221278,288.114837
1.102000,0.000000,5.408186,574.688706,0.000000,-1.584023,355.821683,254887.989489,1.221278,288.114847
1.103000,0.000000,5.406598,575.044463,0.000000,-1.593137,355.666448,254878.921715,1.221278,288.114857
1.104000,0.000000,5.405001,575.400065,0.000000,-1.602249,355.511501,254869.858216,1.221278,288.114867
1.105000,0.000000,5.403395,575.755512,0.000000,-1.611357,355.356842,254860.798984,1.221278,288.114878
1.106000,0.000000,5.401780,576.110805,0.000000,-1.620462,355.202469,254851.744011,1.221278,288.114888
1.107000,0.000000,5.400156,576.465943,0.000000,-1.629564,355.048383,254842.693290,1.221278,288.114899
1.108000,0.000000,5.398522,576.820927,0.000000,-1.638664,354.894581,254833.646813,1.221278,288.114910
1.109000,0.000000,5.396880,577.175758,0.000000,-1.647760,354.741063,254824.604572,1.221278,288.114920
1.110000,0.000000,5.395228,577.530435,0.000000,-1.656853,354.587829,254815.566560,1.221278,288.114931
1.111000,0.000000,5.393568,577.884959,0.000000,-1.665944,354.434877,254806.532769,1.221277,288.114942
1.112000,0.000000,5.391898,578.239330,0.000000,-1.675032,354.282206,254797.503191,1.221277,288.114953
1.113000,0.000000,5.390219,578.593549,0.000000,-1.684116,354.129817,254788.477819,1.221277,288.114964
1.114000,0.000000,5.388531,578.947615,0.000000,-1.693198,353.977707,254779.456645,1.221277,288.114975
1.115000,0.000000,5.386834,579.301530,0.000000,-1.702277,353.825876,254770.439661,1.221277,288.114986
1.116000,0.000000,5.385128,579.655293,0.000000,-1.711353,353.674324,254761.426861,1.221277,288.114997
1.117000,0.000000,5.383413,580.008904,0.000000,-1.720427,353.523049,254752.418236,1.221277,288.115008
1.118000,0.000000,5.381689,580.362364,0.000000,-1.729497,353.372051,254743.413780,1.221277,288.115019
1.119000,0.000000,5.379956,580.715673,0.000000,-1.738565,353.221328,254734.413484,1.221277,288.115030
1.120000,0.000000,5.378213,581.068832,0.000000,-1.747629,353.070881,254725.417341,1.221277,288.115042
1.121000,0.000000,5.376462,581.421840,0.000000,-1.756691,352.920708,254716.425344,1.221277,288.115053
1.122000,0.000000,5.374701,581.774698,0.000000,-1.765750,352.770808,254707.437486,1.221277,288.115064
1.123000,0.000000,5.372932,582.127407,0.000000,-1.774807,352.621181,254698.453758,1.221277,288.115076
1.124000,0.000000,5.371153,582.479966,0.000000,-1.783860,352.471825,254689.474154,1.221277,288.115088
1.125000,0.000000,5.369366,582.832375,0.000000,-1.792911,352.322741,254680.498667,1.221277,288.115099
1.126000,0.000000,5.367569,583.184636,0.000000,-1.801959,352.173927,254671.527288,1.221277,288.115111
1.127000,0.000000,5.365763,583.536748,0.000000,-1.811004,352.025382,254662.560011,1.221277,288.115123
1.128000,0.000000,5.363948,583.888712,0.000000,-1.820047,351.877106,254653.596829,1.221276,288.115134
1.129000,0.000000,5.362125,584.240527,0.000000,-1.829086,351.729098,254644.637733,1.221276,288.115146
1.130000,0.000000,5.360292,584.592195,0.000000,-1.838123,351.581357,254635.682718,1.221276,288.115158
1.131000,0.000000,5.358450,584.943715,0.000000,-1.847158,351.433882,254626.731775,1.221276,288.115170
1.132000,0.000000,5.356599,585.295087,0.000000,-1.856189,351.286673,254617.784898,1.221276,288.115182
1.133000,0.000000,5.354739,585.646313,0.000000,-1.865218,351.139728,254608.842079,1.221276,288.115194
1.134000,0.000000,5.352870,585.997391,0.000000,-1.874244,350.993048,254599.903312,1.221276,288.115206
1.135000,0.000000,5.350992,586.348323,0.000000,-1.883268,350.846631,254590.968589,1.221276,288.115219
1.136000,0.000000,5.349105,586.699109,0.000000,-1.892288,350.700476,254582.037902,1.221276,288.115231
1.137000,0.000000,5.347209,587.049749,0.000000,-1.901307,350.554583,254573.111246,1.221276,288.115243
1.138000,0.000000,5.345304,587.400242,0.000000,-1.910322,350.408951,254564.188613,1.221276,288.115256
1.139000,0.000000,5.343390,587.750591,0.000000,-1.919335,350.263580,254555.269995,1.221276,288.115268
1.140000,0.000000,5.341467,588.100794,0.000000,-1.928345,350.118468,254546.355386,1.221276,288.115280
1.141000,0.000000,5.339535,588.450852,0.000000,-1.937352,349.973614,254537.444779,1.221276,288.115293
1.142000,0.000000,5.337594,588.800765,0.000000,-1.946357,349.829019,254528.538167,1.221276,288.115306
1.143000,0.000000,5.335643,589.150534,0.000000,-1.955360,349.684681,254519.635542,1.221276,288.115318
1.144000,0.000000,5.333684,589.500159,0.000000,-1.964359,349.540599,254510.736899,1.221275,288.115331
1.145000,0.000000,5.331716,589.849640,0.000000,-1.973356,349.396774,254501.842229,1.221275,288.115344
1.146000,0.000000,5.329739,590.198977,0.000000,-1.982351,349.253203,254492.951527,1.221275,288.115357
1.147000,0.000000,5.327753,590.548170,0.000000,-1.991343,349.109887,254484.064784,1.221275,288.115370
1.148000,0.000000,5.325758,590.897220,0.000000,-2.000332,348.966824,254475.181995,1.221275,288.115383
1.149000,0.000000,5.323754,591.246128,0.000000,-2.009319,348.824015,254466.303153,1.221275,288.115396
1.150000,0.000000,5.321741,591.594892,0.000000,-2.018303,348.681457,254457.428250,1.221275,288.115409
1.151000,0.000000,5.319719,591.943514,0.000000,-2.027284,348.539162,254448.557280,1.221275,288.115422
1.152000,0.000000,5.317688,592.291994,0.000000,-2.036264,348.397135,254439.690236,1.221275,288.115435
1.153000,0.000000,5.315648,592.640332,0.000000,-2.045240,348.255377,254430.827110,1.221275,288.115448
1.154000,0.000000,5.313599,592.988529,0.000000,-2.054215,348.113887,254421.967895,1.221275,288.115462
1.155000,0.000000,5.311541,593.336584,0.000000,-2.063187,347.972664,254413.112584,1.221275,288.115475
1.156000,0.000000,5.309474,593.684498,0.000000,-2.072156,347.831706,254404.261170,1.221275,288.115488
1.157000,0.000000,5.307398,594.032271,0.000000,-2.081124,347.691014,254395.413645,1.221275,288.115502
1.158000,0.000000,5.305313,594.379903,0.000000,-2.090088,347.550586,254386.570003,1.221275,288.115515
1.159000,0.000000,5.303219,594.727395,0.000000,-2.099051,347.410422,254377.730236,1.221274,288.115529
1.160000,0.000000,5.301117,595.074748,0.000000,-2.108011,347.270521,254368.894338,1.221274,288.115543
1.161000,0.000000,5.299005,595.421960,0.000000,-2.116969,347.130882,254360.062301,1.221274,288.115556
1.162000,0.000000,5.296884,595.769033,0.000000,-2.125924,346.991505,254351.234118,1.221274,288.115570
1.163000,0.000000,5.294754,596.115966,0.000000,-2.134877,346.852387,254342.409782,1.221274,288.115584
1.164000,0.000000,5.292616,596.462761,0.000000,-2.143828,346.713530,254333.589287,1.221274,288.115598
1.165000,0.000000,5.290468,596.809417,0.000000,-2.152776,346.574932,254324.772624,1.221274,288.115612
1.166000,0.000000,5.288312,597.155934,0.000000,-2.161722,346.436592,254315.959788,1.221274,288.115626
1.167000,0.000000,5.286146,597.502313,0.000000,-2.170666,346.298510,254307.150771,1.221274,288.115640
1.168000,0.000000,5.283972,597.848554,0.000000,-2.179607,346.160684,254298.345567,1.221274,288.115654
1.169000,0.000000,5.281789,598.194657,0.000000,-2.188547,346.023114,254289.544167,1.221274,288.115668
1.170000,0.000000,5.279596,598.540623,0.000000,-2.197483,345.885800,254280.746567,1.221274,288.115683
1.171000,0.000000,5.277395,598.886452,0.000000,-2.206418,345.748740,254271.952758,1.221274,288.115697
1.172000,0.000000,5.275185,599.232144,0.000000,-2.215350,345.611933,254263.162734,1.221273,288.115711
1.173000,0.000000,5.272966,599.577699,0.000000,-2.224280,345.475380,254254.376488,1.221273,288.115726
1.174000,0.000000,5.270738,599.923117,0.000000,-2.233208,345.339079,254245.594013,1.221273,288.115740
1.175000,0.000000,5.268501,600.268400,0.000000,-2.242134,345.203030,254236.815303,1.221273,288.115755
1.176000,0.000000,5.266255,600.613546,0.000000,-2.251057,345.067231,254228.040350,1.221273,288.115769
1.177000,0.000000,5.264000,600.958557,0.000000,-2.259978,344.931683,254219.269149,1.221273,288.115784
1.178000,0.000000,5.261737,601.303432,0.000000,-2.268897,344.796383,254210.501691,1.221273,288.115799
1.179000,0.000000,5.259464,601.648172,0.000000,-2.277814,344.661333,254201.737971,1.221273,288.115813
1.180000,0.000000,5.257183,601.992777,0.000000,-2.286729,344.526530,254192.977982,1.221273,288.115828
1.181000,0.000000,5.254892,602.337248,0.000000,-2.295641,344.391974,254184.221717,1.221273,288.115843
1.182000,0.000000,5.252593,602.681584,0.000000,-2.304551,344.257665,254175.469170,1.221273,288.115858
1.183000,0.000000,5.250284,603.025785,0.000000,-2.313459,344.123602,254166.720333,1.221273,288.115873
1.184000,0.000000,5.247967,603.369853,0.000000,-2.322365,343.989784,254157.975201,1.221273,288.115888
1.185000,0.000000,5.245641,603.713787,0.000000,-2.331268,343.856210,254149.233767,1.221273,288.115903
1.186000,0.000000,5.243306,604.057588,0.000000,-2.340170,343.722879,254140.496023,1.221272,288.115919
1.187000,0.000000,5.240962,604.401255,0.000000,-2.349069,343.589792,254131.761965,1.221272,288.115934
1.188000,0.000000,5.238610,604.744790,0.000000,-2.357966,343.456947,254123.031584,1.221272,288.115949
1.189000,0.000000,5.236248,605.088192,0.000000,-2.366861,343.324343,254114.304875,1.221272,288.115964
1.190000,0.000000,5.233877,605.431461,0.000000,-2.375754,343.191980,254105.581831,1.221272,288.115980
1.191000,0.000000,5.231498,605.774598,0.000000,-2.384645,343.059858,254096.862445,1.221272,288.115995
1.192000,0.000000,5.229110,606.117603,0.000000,-2.393534,342.927974,254088.146712,1.221272,288.116011
1.193000,0.000000,5.226712,606.460476,0.000000,-2.402420,342.796330,254079.434624,1.221272,288.116026
1.194000,0.000000,5.224306,606.803217,0.000000,-2.411305,342.664924,254070.726175,1.221272,288.116042
1.195000,0.000000,5.221891,607.145828,0.000000,-2.420187,342.533755,254062.021359,1.221272,288.116058
1.196000,0.000000,5.219467,607.488307,0.000000,-2.429068,342.402822,254053.320170,1.221272,288.116073
1.197000,0.000000,5.217035,607.830655,0.000000,-2.437946,342.272126,254044.622601,1.221272,288.116089
1.198000,0.000000,5.214593,608.172873,0.000000,-2.446822,342.141666,254035.928646,1.221271,288.116105
1.199000,0.000000,5.212142,608.514960,0.000000,-2.455696,342.011440,254027.238298,1.221271,288.116121
1.200000,0.000000,5.209683,608.856917,0.000000,-2.464568,341.881448,254018.551551,1.221271,288.116137
1.201000,0.000000,5.207215,609.198745,0.000000,-2.473438,341.751689,254009.868399,1.221271,288.116153
1.202000,0.000000,5.204738,609.540443,0.000000,-2.482306,341.622163,254001.188835,1.221271,288.116169
1.203000,0.000000,5.202252,609.882011,0.000000,-2.491172,341.492869,253992.512854,1.221271,288.116185
1.204000,0.000000,5.199757,610.223450,0.000000,-2.500036,341.363807,253983.840449,1.221271,288.116202
1.205000,0.000000,5.197253,610.564760,0.000000,-2.508898,341.234976,253975.171614,1.221271,288.116218
1.206000,0.000000,5.194740,610.905941,0.000000,-2.517758,341.106374,253966.506342,1.221271,288.116234
1.207000,0.000000,5.192219,611.246994,0.000000,-2.526616,340.978002,253957.844628,1.221271,288.116251
1.208000,0.000000,5.189689,611.587919,0.000000,-2.535472,340.849859,253949.186465,1.221271,288.116267
1.209000,0.000000,5.187149,611.928715,0.000000,-2.544326,340.721944,253940.531847,1.221271,288.116284
1.210000,0.000000,5.184601,612.269384,0.000000,-2.553178,340.594256,253931.880768,1.221270,288.116300
1.211000,0.000000,5.182045,612.609925,0.000000,-2.562028,340.466796,253923.233221,1.221270,288.116317
1.212000,0.000000,5.179479,612.950339,0.000000,-2.570876,340.339562,253914.589202,1.221270,288.116333
1.213000,0.000000,5.176904,613.290626,0.000000,-2.579722,340.212553,253905.948703,1.221270,288.116350
1.214000,0.000000,5.174321,613.630785,0.000000,-2.588566,340.085772,253897.311719,1.221270,288.116367
1.215000,0.000000,5.171729,613.970818,0.000000,-2.597408,339.959226,253888.678243,1.221270,288.116384
1.216000,0.000000,5.169128,614.310725,0.000000,-2.606249,339.832913,253880.048269,1.221270,288.116401
1.217000,0.000000,5.166518,614.650505,0.000000,-2.615087,339.706834,253871.421791,1.221270,288.116418
1.218000,0.000000,5.163899,614.990160,0.000000,-2.623924,339.580987,253862.798803,1.221270,288.116435
1.219000,0.000000,5.161271,615.329688,0.000000,-2.632759,339.455372,253854.179298,1.221270,288.116452
1.220000,0.000000,5.158635,615.669092,0.000000,-2.641592,339.329989,253845.563270,1.221270,288.116469
1.221000,0.000000,5.155990,616.008369,0.000000,-2.650423,339.204835,253836.950712,1.221270,288.116486
1.222000,0.000000,5.153335,616.347522,0.000000,-2.659253,339.079912,253828.341620,1.221269,288.116503
1.223000,0.000000,5.150673,616.686550,0.000000,-2.668080,338.955218,253819.735986,1.221269,288.116521
1.224000,0.000000,5.148001,617.025453,0.000000,-2.676906,338.830753,253811.133804,1.221269,288.116538
1.225000,0.000000,5.145320,617.364232,0.000000,-2.685730,338.706515,253802.535069,1.221269,288.116555
1.226000,0.000000,5.142631,617.702887,0.000000,-2.694552,338.582505,253793.939774,1.221269,288.116573
1.227000,0.000000,5.139933,618.041418,0.000000,-2.703372,338.458721,253785.347913,1.221269,288.116590
1.228000,0.000000,5.137225,618.379825,0.000000,-2.712191,338.335163,253776.759479,1.221269,288.116608
1.229000,0.000000,5.134510,618.718109,0.000000,-2.721008,338.211831,253768.174468,1.221269,288.116626
1.230000,0.000000,5.131785,619.056270,0.000000,-2.729823,338.088723,253759.592872,1.221269,288.116643
1.231000,0.000000,5.129051,619.394307,0.000000,-2.738636,337.965839,253751.014687,1.221269,288.116661
1.232000,0.000000,5.126309,619.732222,0.000000,-2.747448,337.843179,253742.439905,1.221269,288.116679
1.233000,0.000000,5.123558,620.070014,0.000000,-2.756258,337.720742,253733.868521,1.221268,288.116697
1.234000,0.000000,5.120798,620.407684,0.000000,-2.765066,337.598526,253725.300528,1.221268,288.116715
1.235000,0.000000,5.118029,620.745232,0.000000,-2.773872,337.476533,253716.735922,1.221268,288.116733
1.236000,0.000000,5.115252,621.082657,0.000000,-2.782677,337.354760,253708.174695,1.221268,288.116751
1.237000,0.000000,5.112465,621.419961,0.000000,-2.791480,337.233207,253699.616843,1.221268,288.116769
1.238000,0.000000,5.109670,621.757144,0.000000,-2.800281,337.111874,253691.062358,1.221268,288.116787
1.239000,0.000000,5.106866,622.094205,0.000000,-2.809080,336.990760,253682.511236,1.221268,288.116805
1.240000,0.000000,5.104054,622.431146,0.000000,-2.817878,336.869864,253673.963470,1.221268,288.116824
1.241000,0.000000,5.101232,622.767965,0.000000,-2.826674,336.749187,253665.419055,1.221268,288.116842
1.242000,0.000000,5.098402,623.104664,0.000000,-2.835469,336.628726,253656.877984,1.221268,288.116860
1.243000,0.000000,5.095563,623.441243,0.000000,-2.844261,336.508482,253648.340252,1.221267,288.116879
1.244000,0.000000,5.092715,623.777702,0.000000,-2.853052,336.388454,253639.805853,1.221267,288.116897
1.245000,0.000000,5.089858,624.114040,0.000000,-2.861842,336.268641,253631.274781,1.221267,288.116916
1.246000,0.000000,5.086992,624.450259,0.000000,-2.870629,336.149043,253622.747031,1.221267,288.116935
1.247000,0.000000,5.084118,624.786358,0.000000,-2.879415,336.029660,253614.222596,1.221267,288.116953
1.248000,0.000000,5.081235,625.122338,0.000000,-2.888200,335.910490,253605.701471,1.221267,288.116972
1.249000,0.000000,5.078343,625.458199,0.000000,-2.896983,335.791532,253597.183650,1.221267,288.116991
1.250000,0.000000,5.075443,625.793941,0.000000,-2.905764,335.672788,253588.669128,1.221267,288.117010
1.251000,0.000000,5.072533,626.129564,0.000000,-2.914543,335.554255,253580.157898,1.221267,288.117029
1.252000,0.000000,5.069615,626.465069,0.000000,-2.923321,335.435933,253571.649956,1.221267,288.117048
1.253000,0.000000,5.066688,626.800456,0.000000,-2.932097,335.317822,253563.145294,1.221267,288.117067
1.254000,0.000000,5.063752,627.135725,0.000000,-2.940872,335.199920,253554.643909,1.221266,288.117086
1.255000,0.000000,5.060808,627.470876,0.000000,-2.949645,335.082229,253546.145794,1.221266,288.117105
1.256000,0.000000,5.057854,627.805909,0.000000,-2.958416,334.964746,253537.650943,1.221266,288.117124
1.257000,0.000000,5.054892,628.140825,0.000000,-2.967186,334.847471,253529.159351,1.221266,288.117143
1.258000,0.000000,5.051922,628.475623,0.000000,-2.975954,334.730405,253520.671012,1.221266,288.117163
1.259000,0.000000,5.048942,628.810305,0.000000,-2.984721,334.613545,253512.185921,1.221266,288.117182
1.260000,0.000000,5.045954,629.144870,0.000000,-2.993486,334.496892,253503.704073,1.221266,288.117201
1.261000,0.000000,5.042956,629.479318,0.000000,-3.002249,334.380445,253495.225461,1.221266,288.117221
1.262000,0.000000,5.039951,629.813650,0.000000,-3.011011,334.264203,253486.750080,1.221266,288.117240
1.263000,0.000000,5.036936,630.147866,0.000000,-3.019772,334.148166,253478.277924,1.221266,288.117260
1.264000,0.000000,5.033912,630.481966,0.000000,-3.028530,334.032334,253469.808989,1.221265,288.117280
1.265000,0.000000,5.030880,630.815950,0.000000,-3.037288,333.916705,253461.343268,1.221265,288.117299
1.266000,0.000000,5.027839,631.149819,0.000000,-3.046043,333.801280,253452.880756,1.221265,288.117319
1.267000,0.000000,5.024790,631.483572,0.000000,-3.054797,333.686057,253444.421448,1.221265,288.117339
1.268000,0.000000,5.021731,631.817210,0.000000,-3.063550,333.571037,253435.965338,1.221265,288.117359
1.269000,0.000000,5.018664,632.150734,0.000000,-3.072301,333.456217,253427.512421,1.221265,288.117379
1.270000,0.000000,5.015588,632.484142,0.000000,-3.081051,333.341599,253419.062692,1.221265,288.117399
1.271000,0.000000,5.012503,632.817436,0.000000,-3.089799,333.227182,253410.616144,1.221265,288.117419
1.272000,0.000000,5.009410,633.150615,0.000000,-3.098545,333.112964,253402.172773,1.221265,288.117439
1.273000,0.000000,5.006308,633.483681,0.000000,-3.107290,332.998945,253393.732573,1.221265,288.117459
1.274000,0.000000,5.003197,633.816632,0.000000,-3.116034,332.885126,253385.295540,1.221264,288.117479
1.275000,0.000000,5.000077,634.149470,0.000000,-3.124776,332.771504,253376.861666,1.221264,288.117499
1.276000,0.000000,4.996949,634.482194,0.000000,-3.133516,332.658081,253368.430948,1.221264,288.117520
1.277000,0.000000,4.993812,634.814805,0.000000,-3.142255,332.544855,253360.003380,1.221264,288.117540
1.278000,0.000000,4.990666,635.147303,0.000000,-3.150993,332.431825,253351.578957,1.221264,288.117561
1.279000,0.000000,4.987511,635.479688,0.000000,-3.159729,332.318991,253343.157673,1.221264,288.117581
1.280000,0.000000,4.984348,635.811960,0.000000,-3.168464,332.206353,253334.739523,1.221264,288.117602
1.281000,0.000000,4.981176,636.144119,0.000000,-3.177197,332.093911,253326.324502,1.221264,288.117622
1.282000,0.000000,4.977995,636.476167,0.000000,-3.185929,331.981662,253317.912604,1.221264,288.117643
1.283000,0.000000,4.974805,636.808102,0.000000,-3.194659,331.869608,253309.503825,1.221263,288.117664
1.284000,0.000000,4.971607,637.139925,0.000000,-3.203388,331.757748,253301.098159,1.221263,288.117685
1.285000,0.000000,4.968400,637.471636,0.000000,-3.212115,331.646080,253292.695601,1.221263,288.117705
1.286000,0.000000,4.965184,637.803235,0.000000,-3.220841,331.534607,253284.296146,1.221263,288.117726
1.287000,0.000000,4.961960,638.134724,0.000000,-3.229566,331.423327,253275.899789,1.221263,288.117747
1.288000,0.000000,4.958726,638.466101,0.000000,-3.238289,331.312242,253267.506523,1.221263,288.117768
1.289000,0.000000,4.955484,638.797367,0.000000,-3.247011,331.201350,253259.116345,1.221263,288.117789
1.290000,0.000000,4.952234,639.128522,0.000000,-3.255731,331.090650,253250.729249,1.221263,288.117810
1.291000,0.000000,4.948974,639.459566,0.000000,-3.264450,330.980143,253242.345230,1.221263,288.117832
1.292000,0.000000,4.945706,639.790501,0.000000,-3.273167,330.869827,253233.964283,1.221262,288.117853
1.293000,0.000000,4.942430,640.121325,0.000000,-3.281884,330.759703,253225.586402,1.221262,288.117874
1.294000,0.000000,4.939144,640.452038,0.000000,-3.290599,330.649769,253217.211582,1.221262,288.117896
1.295000,0.000000,4.935850,640.782642,0.000000,-3.299312,330.540025,253208.839819,1.221262,288.117917
1.296000,0.000000,4.932547,641.113137,0.000000,-3.308024,330.430471,253200.471106,1.221262,288.117938
1.297000,0.000000,4.929235,641.443522,0.000000,-3.316735,330.321106,253192.105440,1.221262,288.117960
1.298000,0.000000,4.925915,641.773797,0.000000,-3.325444,330.211930,253183.742815,1.221262,288.117982
1.299000,0.000000,4.922586,642.103964,0.000000,-3.334152,330.102941,253175.383226,1.221262,288.118003
1.300000,0.000000,4.919248,642.434021,0.000000,-3.342859,329.994141,253167.026668,1.221262,288.118025
1.301000,0.000000,4.915902,642.763970,0.000000,-3.351565,329.885527,253158.673135,1.221261,288.118047
1.302000,0.000000,4.912546,643.093811,0.000000,-3.360269,329.777100,253150.322624,1.221261,288.118068
1.303000,0.000000,4.909182,643.423543,0.000000,-3.368971,329.668859,253141.975128,1.221261,288.118090
1.304000,0.000000,4.905810,643.753166,0.000000,-3.377673,329.560804,253133.630643,1.221261,288.118112
1.305000,0.000000,4.902429,644.082682,0.000000,-3.386373,329.452934,253125.289164,1.221261,288.118134
1.306000,0.000000,4.899039,644.412090,0.000000,-3.395072,329.345249,253116.950686,1.221261,288.118156
1.307000,0.000000,4.895640,644.741391,0.000000,-3.403769,329.237747,253108.615204,1.221261,288.118178
1.308000,0.000000,4.892232,645.070584,0.000000,-3.412465,329.130430,253100.282713,1.221261,288.118200
1.309000,0.000000,4.888816,645.399670,0.000000,-3.421160,329.023295,253091.953208,1.221261,288.118223
1.310000,0.000000,4.885392,645.728648,0.000000,-3.429854,328.916343,253083.626685,1.221260,288.118245
1.311000,0.000000,4.881958,646.057520,0.000000,-3.438546,328.809574,253075.303137,1.221260,288.118267
1.312000,0.000000,4.878516,646.386285,0.000000,-3.447237,328.702986,253066.982561,1.221260,288.118290
1.313000,0.000000,4.875065,646.714944,0.000000,-3.455927,328.596579,253058.664951,1.221260,288.118312
1.314000,0.000000,4.871606,647.043496,0.000000,-3.464615,328.490353,253050.350303,1.221260,288.118335
1.315000,0.000000,4.868137,647.371942,0.000000,-3.473303,328.384308,253042.038612,1.221260,288.118357
1.316000,0.000000,4.864660,647.700283,0.000000,-3.481989,328.278442,253033.729873,1.221260,288.118380
1.317000,0.000000,4.861175,648.028517,0.000000,-3.490673,328.172756,253025.424081,1.221260,288.118402
1.318000,0.000000,4.857680,648.356646,0.000000,-3.499357,328.067249,253017.121231,1.221260,288.118425
1.319000,0.000000,4.854177,648.684669,0.000000,-3.508039,327.961920,253008.821319,1.221259,288.118448
1.320000,0.000000,4.850666,649.012587,0.000000,-3.516720,327.856769,253000.524339,1.221259,288.118471
1.321000,0.000000,4.847145,649.340400,0.000000,-3.525399,327.751795,252992.230288,1.221259,288.118494
1.322000,0.000000,4.843616,649.668108,0.000000,-3.534078,327.646999,252983.939160,1.221259,288.118516
1.323000,0.000000,4.840079,649.995712,0.000000,-3.542755,327.542379,252975.650950,1.221259,288.118539
1.324000,0.000000,4.836532,650.323211,0.000000,-3.551431,327.437935,252967.365653,1.221259,288.118563
1.325000,0.000000,4.832977,650.650605,0.000000,-3.560106,327.333667,252959.083266,1.221259,288.118586
1.326000,0.000000,4.829414,650.977895,0.000000,-3.568780,327.229574,252950.803783,1.221259,288.118609
1.327000,0.000000,4.825841,651.305082,0.000000,-3.577452,327.125656,252942.527200,1.221258,288.118632
1.328000,0.000000,4.822260,651.632164,0.000000,-3.586123,327.021912,252934.253511,1.221258,288.118655
1.329000,0.000000,4.818670,651.959143,0.000000,-3.594793,326.918342,252925.982713,1.221258,288.118679
1.330000,0.000000,4.815072,652.286018,0.000000,-3.603462,326.814945,252917.714800,1.221258,288.118702
1.331000,0.000000,4.811465,652.612790,0.000000,-3.612129,326.711721,252909.449769,1.221258,288.118725
1.332000,0.000000,4.807849,652.939459,0.000000,-3.620796,326.608670,252901.187613,1.221258,288.118749
1.333000,0.000000,4.804225,653.266025,0.000000,-3.629461,326.505791,252892.928329,1.221258,288.118773
1.334000,0.000000,4.800592,653.592488,0.000000,-3.638125,326.403083,252884.671912,1.221258,288.118796
1.335000,0.000000,4.796950,653.918848,0.000000,-3.646788,326.300547,252876.418357,1.221258,288.118820
1.336000,0.000000,4.793300,654.245106,0.000000,-3.655449,326.198182,252868.167661,1.221257,288.118844
1.337000,0.000000,4.789641,654.571261,0.000000,-3.664110,326.095986,252859.919817,1.221257,288.118867
1.338000,0.000000,4.785973,654.897315,0.000000,-3.672769,325.993961,252851.674822,1.221257,288.118891
1.339000,0.000000,4.782296,655.223266,0.000000,-3.681427,325.892105,252843.432671,1.221257,288.118915
1.340000,0.000000,4.778611,655.549116,0.000000,-3.690084,325.790418,252835.193360,1.221257,288.118939
1.341000,0.000000,4.774918,655.874864,0.000000,-3.698740,325.688899,252826.956884,1.221257,288.118963
1.342000,0.000000,4.771215,656.200511,0.000000,-3.707395,325.587549,252818.723238,1.221257,288.118987
1.343000,0.000000,4.767504,656.526056,0.000000,-3.716049,325.486366,252810.492418,1.221257,288.119011
